n_words,n_sents,flesch_re,sentiment,gase,pti,teg,rci,pai,nava,nava_arc,lewi_idx,lewi_drop,cd_index,vads,ties,attachment,horsemen_total,criticism,contempt,defensiveness,stonewalling,vader_score,nrc_score,liwc_score,emo_anger,emo_sadness,emo_fear,emo_joy,emo_trust,emo_disgust,emo_surprise,emo_anticipation,id,gold_sentiment,gold_emotion
7,1,100,-0.4588,0.5624,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.8571,0.0,anxious,0,0,0,0,0,-0.5106,-0.1429,-0.9999,0,0,1,0,0,0,0,0,is_0275,neu,41017|1|4|17|2|22|8|2|5|6|2|2|2|3|4|0|0|0|3|1|0|1|0|1|1|2|0|3|3|3|1|1|3|3|2|1|fear|3|4|0410172|while watching tv (a war movie)
14,1,95.9,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0276,neu,41022|1|4|22|1|21|1|1|7|7|9|2|4|1|2|2|1|0|1|0|0|0|0|1|3|2|3|2|1|2|5|3|3|2|2|1|fear|1|2|0410222|in sweden
10,1,95.2,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0277,neu,41022|1|4|22|1|21|1|1|7|7|9|3|3|2|1|3|0|0|1|0|0|0|0|0|1|2|3|2|2|2|5|2|2|2|2|0|anger|2|1|0410223|i had an appointment downtown
17,1,85.1,0.0,0.7,0.6667,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0278,neu,41022|1|4|22|1|21|1|1|7|7|9|5|4|2|1|3|0|0|1|0|0|0|0|0|1|1|3|2|3|3|5|3|2|2|0|0|disgust|2|1|0410225|in the army
31,3,100,0.0,0.7,0.8333,0.0,0.187,0.3333,,NA,,,0.0833,0.0,-0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0279,neu,41022|1|4|22|1|21|1|1|7|7|9|6|4|2|3|3|2|0|1|1|0|1|0|0|2|1|3|2|1|1|1|2|1|2|1|3|shame|2|3|0410226|on the way back from a summer spent in sweden
21,2,99.5,0.0,0.7,0.6667,0.0,0.0,0.3333,,NA,,,0.0,0.4286,0.0,anxious,0,0,0,0,0,-0.4404,-0.0476,0.0,0,0,0,0,0,0,0,0,is_0280,neu,41022|1|4|22|1|21|1|1|7|7|9|7|4|3|4|2|1|2|1|1|0|1|0|0|2|2|3|2|2|1|3|2|1|2|3|2|guilt|3|4|0410227|while at primary school
5,1,83.3,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0281,neu,41023|1|4|23|2|26|1|2|7|1|3|2|3|1|2|2|0|0|0|1|0|0|0|0|1|1|3|3|2|4|2|0|2|0|0|0|fear|1|2|0410232|i was jogging in the forest
10,2,100,0.0,0.7,0.6667,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0282,neu,41023|1|4|23|2|26|1|2|7|1|3|3|3|3|4|2|0|2|0|1|0|0|0|2|1|1|3|3|3|2|1|3|1|1|3|0|anger|3|4|0410233|i was coming home in a taxi with a fellow worker of mine.  he was á criticizing my earlier conduct towards him
29,1,75.3,-0.6908,0.2428,0.8571,0.0,0.0,0.3333,,NA,,,0.0,0.4483,0.0,anxious,0,0,0,0,0,-0.5423,0.0,0.0,1,1,1,0,0,0,0,0,is_0283,neu,41023|1|4|23|2|26|1|2|7|1|3|6|3|3|3|1|0|2|2|0|0|0|0|1|3|0|3|0|0|1|3|2|1|1|0|0|shame|3|3|0410236|while quarelling with a fellow worker of mine
12,1,96.0,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0284,neu,41023|1|4|23|2|26|1|2|7|1|3|7|3|3|2|0|2|2|0|0|0|0|0|0|2|1|3|3|3|1|3|2|1|1|0|2|guilt|3|2|0410237|i was working as a secretary.  my boss was to go to give a á lecture
5,1,83.3,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0285,neu,41024|1|4|24|2|27|8|2|7|6|2|1|2|3|4|0|0|1|1|0|1|0|0|1|1|2|1|2|1|4|4|1|2|2|3|0|joy|3|4|0410241|a sunny autumn day
14,1,71.8,0.0,0.7,0.6667,0.0,0.0,0.3333,,NA,,,0.0,0.2143,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0286,neu,41024|1|4|24|2|27|8|2|7|6|2|2|4|4|4|3|1|0|0|1|0|0|0|0|2|1|3|2|3|3|2|3|2|0|0|1|fear|4|4|0410242|years ago
7,1,42.6,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0287,neu,41024|1|4|24|2|27|8|2|7|6|2|3|3|3|4|1|0|2|2|1|0|0|0|1|1|1|3|2|3|2|5|3|2|1|3|0|anger|3|4|0410243|a person close to me mistook my good intentions for bad
19,1,89.6,0.0,0.7,0.6667,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0288,neu,41024|1|4|24|2|27|8|2|7|6|2|6|4|4|4|0|0|0|0|1|0|0|0|0|2|1|3|3|2|4|1|1|1|0|0|0|shame|4|4|0410246|as a little girl
12,1,96.0,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0289,neu,41025|1|4|25|2|23|1|2|5|6|2|3|1|3|2|1|0|2|1|0|0|0|0|1|2|1|3|2|3|3|5|2|2|1|3|0|anger|3|2|0410253|my superior blamed me for some neglects at work in front of á others.  in fact
11,1,95.7,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0290,neu,41026|1|4|26|2|22|1|1|8|8|2|4|4|4|3|0|0|0|1|1|0|1|0|1|2|2|3|3|3|4|2|1|1|2|1|1|sadness|4|3|0410264|the death of my father
25,2,96.0,-0.247,0.3759,0.6667,0.4939,0.0,0.3333,,NA,,,0.0,0.4,0.0,anxious,0,0,0,0,0,-0.5423,0.0,0.0,0,1,1,0,0,0,0,0,is_0291,neu,"41026|1|4|26|2|22|1|1|8|8|2|6|4|1|2|0|0|2|0|0|0|0|0|1|2|1|3|0|3|1|3|2|1|2|2|0|shame|1|2|0410266|at school i was talking to a classmate about mathematics.  i had á grown weary of it and said : \i would like to throw the book on á|the arse of kuikka\"".  my classmate said : \""now"
10,1,52.9,-0.296,0.343,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,avoidant,0,0,0,0,0,0.0,-0.1,0.0,1,1,0,0,0,0,0,0,is_0292,neu,41026|1|4|26|2|22|1|1|8|8|2|7|4|4|2|0|0|0|1|0|0|1|0|0|2|1|3|3|3|4|3|0|1|0|3|1|guilt|4|2|0410267|the death of my father made me feel quite guilty
8,1,82.4,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0293,neu,41028|1|4|28|2|24|1|2|8|6|9|1|1|2|4|0|0|2|1|1|1|0|0|2|1|1|1|3|1|2|5|1|3|3|0|0|joy|2|4|0410281|my mother
6,2,91.0,-0.2294,0.6312,0.0,0.4588,0.0,0.0,,NA,,,0.0,1.0,0.0,anxious,0,0,0,0,0,-0.5719,-0.1667,-0.9999,0,1,0,0,0,0,0,0,is_0294,neu,41028|1|4|28|2|24|1|2|8|6|9|2|2|2|3|1|1|0|2|0|0|0|0|0|2|1|3|3|0|4|1|1|2|3|2|1|fear|2|3|0410282|my husband had gone to drive a strange
5,1,83.3,0.0,0.7,0.5,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0295,neu,41028|1|4|28|2|24|1|2|8|6|9|4|4|3|3|1|0|1|2|0|0|1|0|1|2|1|3|2|3|4|4|1|2|2|3|1|sadness|3|3|0410284|a young
11,1,95.7,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0296,neu,41028|1|4|28|2|24|1|2|8|6|9|5|1|1|3|0|0|1|2|0|0|0|0|0|1|1|3|2|3|0|4|0|0|0|1|0|disgust|1|3|0410285|a series about freud was shown on tv.  in it
7,1,66.8,-0.4939,0.3018,0.6667,0.0,0.0,0.3333,,NA,,,0.0,1.0,0.0,anxious,0,0,0,0,0,-0.5423,0.0,0.0,0,1,1,0,0,0,0,0,is_0297,neu,41028|1|4|28|2|24|1|2|8|6|9|6|1|1|2|0|0|2|1|1|0|0|0|1|2|2|3|2|2|1|3|3|1|1|2|0|shame|1|2|0410286|i had promised to lend something to my mother-in-law and i forgot á it a couple of times.  when she asked me about it the third time
9,1,100,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.3333,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0298,neu,41029|1|4|29|1|24|8|2|2|7|1|4|4|3|4|2|1|0|3|1|0|1|0|3|2|3|1|1|1|4|4|0|3|3|1|2|sadness|3|4|0410294|my grandfather died
32,3,79.7,0.0,0.7,0.75,0.0,0.0,0.3333,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0299,neu,41029|1|4|29|1|24|8|2|2|7|1|7|4|4|1|0|0|0|0|1|0|0|0|1|2|1|3|0|1|3|1|1|0|1|2|0|guilt|4|1|0410297|a friend of mine was drunk and having an argument on the street á with a woman
8,1,100,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0300,neu,41031|1|4|31|2|20|1|2|7|6|1|2|3|2|4|4|1|1|0|1|0|0|0|0|1|1|3|2|1|1|5|1|2|2|0|1|fear|2|4|0410312|my grandmother was about to die
9,1,75.5,0.3695,0.8109,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,is_0301,neu,41031|1|4|31|2|20|1|2|7|6|1|5|3|3|2|2|1|1|2|1|0|1|0|0|1|1|3|2|1|0|5|1|3|2|3|2|disgust|3|2|0410315|when an acquaintance of mine told me about the way his parents á treated their sons in an unequal manner.  the most successful of á them got continuous encouragement
18,2,61.4,-0.247,0.3759,0.6667,0.4939,0.0,0.3333,,NA,,,0.0,1.0,0.0,anxious,0,0,0,0,0,-0.5423,0.0,0.0,0,1,1,0,0,0,0,0,is_0302,neu,41031|1|4|31|2|20|1|2|7|6|1|6|1|2|1|2|1|0|1|1|0|0|0|1|1|2|3|1|1|1|5|2|1|2|3|1|shame|2|1|0410316|i was talking to a friend of mine about our parents and á education.  i said something and then realized that i did not á know my friend's parents
21,2,75.3,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0303,neu,41032|1|4|32|2|19|1|2|5|4|1|1|3|2|4|3|0|2|3|0|1|1|0|3|1|3|0|1|1|0|1|1|3|0|3|1|joy|2|4|0410321|i am not especially good at english
9,2,89.5,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0304,neu,41032|1|4|32|2|19|1|2|5|4|1|2|3|4|4|2|2|2|1|1|0|1|0|0|3|1|3|3|0|0|1|0|1|2|0|3|fear|4|4|0410322|i feared that i was pregnant.  it was not planned and i would á have been compelled to have an abortion
11,2,85.9,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.2727,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0305,neu,41032|1|4|32|2|19|1|2|5|4|1|3|2|3|4|3|0|0|1|0|0|0|1|0|1|1|3|0|3|3|2|2|1|1|0|0|anger|3|4|0410323|a member of a religious sect tried to convert me
5,1,66.4,-0.3612,0.5916,0.5,0.0,0.0,0.3333,,NA,,,0.0,1.0,0.0,anxious,0,0,0,0,0,-0.5423,-0.2,-1.0,0,1,0,0,0,0,0,0,is_0306,neu,41032|1|4|32|2|19|1|2|5|4|1|4|3|4|4|3|2|0|3|1|0|1|0|2|1|2|3|3|3|0|1|2|1|2|3|3|sadness|4|4|0410324|when my boyfriend wanted to leave me
20,2,100,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0307,neu,41032|1|4|32|2|19|1|2|5|4|1|5|3|1|4|3|1|0|1|0|1|0|0|0|1|1|3|0|1|0|2|0|2|2|0|1|disgust|1|4|0410325|in a film
9,2,98.9,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.3333,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0308,neu,41032|1|4|32|2|19|1|2|5|4|1|6|2|1|2|0|0|2|1|0|1|0|0|0|2|1|3|3|1|1|4|1|2|2|3|0|shame|1|2|0410326|i thought i would be able to use the mangle of the house
12,2,87.9,0.0,0.7,0.6667,0.0,0.0,0.3333,,NA,,,0.0,0.25,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0309,neu,41032|1|4|32|2|19|1|2|5|4|1|7|3|4|3|0|2|0|0|0|0|0|0|0|3|0|3|0|0|1|3|3|1|2|3|2|guilt|4|3|0410327|i promised my friends that i would take care of something
6,1,100,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0310,neu,41033|1|4|33|2|20|1|1|7|7|1|1|2|3|3|1|0|1|2|0|1|0|0|2|1|1|1|1|1|2|4|1|3|0|0|0|joy|3|3|0410331|when i got an unexpected letter from  a guy
19,1,80.7,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0311,neu,41033|1|4|33|2|20|1|1|7|7|1|2|4|3|2|2|0|0|1|1|0|0|0|1|3|2|2|2|1|1|4|1|2|2|0|0|fear|3|2|0410332|when my brother went to shoot wild ducks
11,2,100,-0.2107,0.3868,0.75,0.4215,0.0,0.3333,,NA,,,0.0,1.0,0.0,anxious,0,0,0,0,0,-0.4939,-0.0909,-0.9999,1,1,0,0,0,0,0,0,is_0312,neu,41033|1|4|33|2|20|1|1|7|7|1|4|2|3|3|0|1|0|3|1|0|0|0|2|3|1|3|3|1|1|3|1|1|0|0|1|sadness|3|3|0410334|i would have liked to go out to chat with some acquaintances
7,1,91.0,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0313,neu,41033|1|4|33|2|20|1|1|7|7|1|5|2|3|2|1|0|2|2|0|0|0|0|1|2|1|3|3|3|3|1|3|2|1|2|0|disgust|3|2|0410335|when an acquaintance (he was drunk) of my room-mate vomitted on the kitchen á carpet.  it was past mid-night and my room-mate had just moved in
8,1,71.8,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0314,neu,41033|1|4|33|2|20|1|1|7|7|1|6|2|1|2|1|0|2|1|1|0|0|0|1|2|1|3|2|1|1|5|2|0|2|0|0|shame|1|2|0410336|i was carried away while talking about my visits abroad and i á tended to boast a little
24,2,99.5,0.0,0.7,0.6667,0.0,0.1111,0.3333,,NA,,,0.0,0.125,0.0,anxious,0,0,0,0,0,-0.5448,0.0833,0.0,0,0,0,0,0,0,0,0,is_0315,neu,41033|1|4|33|2|20|1|1|7|7|1|7|1|4|1|0|0|0|1|1|0|0|0|1|3|3|2|2|1|1|1|2|2|2|0|0|guilt|4|1|0410337|when i was baby-sitting at my cousin's place
5,1,83.3,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,-0.0258,0.0,0.0,0,0,0,0,0,0,0,0,is_0316,neu,41034|1|4|34|2|22|1|2|8|8|1|1|1|3|3|1|0|2|4|1|1|0|0|2|1|1|1|1|0|1|4|2|3|3|2|0|joy|3|3|0410341|when i got 21/30 points in an exam of statistics. the result was á unexpected and it made me realize that statistics do not á surpass my abilities
22,1,88.4,-0.6705,0.4989,0.0,0.0,0.0,0.0,,NA,,,0.0,0.2727,0.0,anxious,0,0,0,0,0,-0.5267,-0.0455,0.0,0,2,0,0,0,0,0,0,is_0317,neu,41034|1|4|34|2|22|1|2|8|8|1|4|1|2|1|0|0|0|2|1|0|0|0|0|1|1|2|2|1|1|4|0|3|3|0|0|sadness|2|1|0410344|[ when after a night of sleeping in another's arms
6,1,87.9,-0.4215,0.3236,0.6667,0.0,0.0,0.3333,,NA,,,0.0,1.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,is_0318,neu,41034|1|4|34|2|22|1|2|8|8|1|7|3|4|1|1|0|0|2|0|0|0|0|1|1|2|3|0|1|2|3|3|3|2|3|0|guilt|4|1|0410347|when i behaved improperly - fought in a public place.  á afterwards
5,1,100,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0319,neu,41036|1|4|36|2|22|1|2|4|6|1|7|4|4|4|0|0|1|1|1|0|1|0|0|3|1|3|2|1|1|4|3|1|2|0|1|guilt|4|4|0410367|i did not go to help a friend of mine
13,1,37.5,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0320,neu,41037|1|4|37|2|20|1|2|7|6|1|3|2|3|3|1|1|1|2|1|0|1|0|1|2|1|3|3|2|2|1|3|1|1|3|2|anger|3|3|0410373|when a friend of mine was drawn into a fight because of the á stupid gang he belonged to. i felt angry with him and his á friends. they could not think about anything sensible
14,2,91.0,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0321,neu,41037|1|4|37|2|20|1|2|7|6|1|5|3|4|4|3|1|2|1|0|0|0|1|2|1|3|3|3|3|0|2|3|0|1|0|1|disgust|4|4|0410375|i detested my father who was a drunkard.  he would rave
18,1,75.8,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,-0.5267,0.0,0.0,0,0,0,0,0,0,0,0,is_0322,neu,41037|1|4|37|2|20|1|2|7|6|1|6|3|3|3|2|2|0|1|0|0|0|1|3|0|2|2|3|0|0|5|3|3|1|0|2|shame|3|3|0410376|when i was on holiday with my former boyfriend
5,1,100,0.0,0.7,0.5,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0323,neu,41037|1|4|37|2|20|1|2|7|6|1|7|4|4|4|0|2|0|1|0|0|1|0|0|2|1|3|0|1|1|3|3|1|2|0|3|guilt|4|4|0410377|when as a child i stole
11,1,80.3,0.0,0.7,0.6667,0.0,0.0,0.3333,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0324,neu,41038|1|4|38|2|19|1|2|7|7|1|1|3|3|2|0|0|1|1|0|1|0|0|0|1|1|1|1|1|1|4|0|3|2|3|0|joy|3|2|0410381|when i got home from a pleasant trip abroad
9,1,100,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0325,neu,41038|1|4|38|2|19|1|2|7|7|1|2|4|4|2|3|1|0|1|0|0|0|0|3|3|2|3|0|3|1|2|1|3|1|3|1|fear|4|2|0410382|at school
16,2,98.3,0.0,0.7,0.6667,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0326,neu,41038|1|4|38|2|19|1|2|7|7|1|6|4|3|3|0|0|0|0|0|0|0|0|0|0|2|3|0|1|1|2|1|0|0|3|0|shame|3|3|0410386|when i was caught telling a white lie.  at that time
6,1,87.9,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.5,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0327,neu,41038|1|4|38|2|19|1|2|7|7|1|7|2|1|1|0|0|0|0|0|0|0|0|0|1|0|3|3|1|1|2|1|1|0|1|0|guilt|1|1|0410387|when before the last exam i have taken
6,1,100,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0328,neu,41039|1|4|39|2|30|8|2|8|8|3|3|1|1|3|4|0|0|3|1|0|0|1|2|2|1|3|3|0|0|5|3|1|1|1|0|anger|1|3|0410393|my life-partner
17,1,70.1,-0.4871,0.3039,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.3529,0.0,anxious,0,0,0,0,0,-0.4939,-0.0588,0.0,0,0,1,0,0,0,0,0,is_0329,neu,41039|1|4|39|2|30|8|2|8|8|3|4|4|4|3|0|2|0|2|1|0|1|0|1|3|0|3|2|1|2|4|1|2|0|3|3|sadness|4|3|0410394|estrangement from my best woman friend.  we have been going á different ways for quite some time now
38,3,78.2,0.0,0.7,0.6667,0.0,0.0333,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0330,neu,41039|1|4|39|2|30|8|2|8|8|3|5|1|2|4|1|1|1|2|1|0|0|0|1|1|2|3|3|3|2|2|2|1|1|0|1|disgust|2|4|0410395|my life-partner is going through a crisis (way of life
34,3,85.8,0.0,0.7,0.4,0.0,0.0,0.3333,,NA,,,0.0,0.0882,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0331,neu,41039|1|4|39|2|30|8|2|8|8|3|6|2|4|3|2|1|0|2|0|0|1|0|0|3|1|3|3|3|0|1|2|1|1|1|2|shame|4|3|0410396|again
6,1,87.9,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0332,neu,41040|1|4|40|1|29|1|2|7|6|6|2|1|1|3|2|0|1|0|1|0|0|0|0|3|3|3|3|0|0|3|2|1|0|0|0|fear|1|3|0410402|the fear about my future : work
17,2,78.8,0.0,0.7,0.8,0.0,0.0,0.3333,,NA,,,0.0833,0.3529,-0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0333,neu,41040|1|4|40|1|29|1|2|7|6|6|3|3|4|3|4|0|2|2|0|0|0|1|2|2|0|3|1|3|2|2|3|2|1|3|0|anger|4|3|0410403|a friend of mine ridiculed me
14,1,71.8,0.3612,0.5584,0.75,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,is_0334,neu,41041|1|4|41|2|22|1|1|6|6|2|1|1|4|3|0|0|0|2|0|1|0|0|0|1|2|1|1|0|4|4|1|3|3|0|0|joy|4|3|0410411|when after an overwhelming anxiety and enquiry
22,1,69.1,0.0,0.7,0.6667,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0335,neu,41041|1|4|41|2|22|1|1|6|6|2|2|1|1|2|1|1|1|1|1|0|0|0|0|3|2|3|2|1|4|2|2|2|0|2|1|fear|1|2|0410412|at the railway station
20,1,55.4,0.1779,0.5034,0.6667,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,is_0336,neu,41041|1|4|41|2|22|1|1|6|6|2|3|1|1|3|1|0|1|1|1|0|0|0|1|2|1|3|2|0|0|5|3|2|1|2|0|anger|1|3|0410413|while having a discussion with my mother
10,1,61.3,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0337,neu,41041|1|4|41|2|22|1|1|6|6|2|7|1|2|1|1|0|1|0|0|0|0|0|0|2|1|3|2|2|0|5|0|3|0|3|0|guilt|2|1|0410417|when i noticed that my little sister was sulking
10,1,86.7,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.4404,0.1,0.9999,0,0,0,0,0,0,0,0,is_0338,neu,41042|1|4|42|2|24|8|2|5|5|3|6|2|4|3|1|1|0|2|1|0|0|0|2|2|2|3|3|2|1|1|2|2|2|2|1|shame|4|3|0410426|an argument that grew out of an ordinary conversation with a á person very close to me
17,2,93.7,-0.4401,0.318,0.5,0.0373,0.0,0.3333,,NA,,,0.0,0.3529,0.0,anxious,0,0,0,0,0,-0.5267,-0.0588,0.0,0,1,1,0,0,0,0,0,is_0339,neu,41042|1|4|42|2|24|8|2|5|5|3|7|4|1|2|1|0|2|2|0|0|0|0|0|3|0|0|0|0|1|3|0|2|2|3|0|guilt|1|2|0410427|while trying to get my little brother over a ditch
5,1,83.3,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0340,neu,41043|1|4|43|2|31|1|2|6|4|2|3|1|3|3|0|0|0|1|1|0|0|0|0|2|2|3|0|2|4|4|2|0|1|0|0|anger|3|3|0410433|[ for example
12,1,74.8,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,is_0341,neu,41043|1|4|43|2|31|1|2|6|4|2|6|1|2|2|0|0|0|0|1|0|0|0|0|2|2|3|0|2|1|2|1|1|0|3|0|shame|2|2|0410436|[ generally
