n_words,n_sents,flesch_re,sentiment,gase,pti,teg,rci,pai,nava,nava_arc,lewi_idx,lewi_drop,cd_index,vads,ties,attachment,horsemen_total,criticism,contempt,defensiveness,stonewalling,vader_score,nrc_score,liwc_score,emo_anger,emo_sadness,emo_fear,emo_joy,emo_trust,emo_disgust,emo_surprise,emo_anticipation,id,gold_sentiment,gold_emotion
14,2,91.0,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.4404,0.0625,0.9998,0,0,0,0,0,0,0,0,te_train_01749,neu,none
17,2,73.8,0.0,0.7,0.0,0.0,0.0833,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01750,pos,none
16,2,87.7,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01751,neg,none
17,2,58.9,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01752,neu,none
27,1,76.0,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01753,neu,none
8,1,71.8,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01754,pos,none
17,1,60.2,0.0,0.7,0.5,0.0,0.0,0.4568,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01755,neu,none
17,1,85.1,0.0,0.7,-0.5,0.0,0.0,0.3333,,NA,,,0.0833,0.0,-0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01756,neu,none
23,2,81.1,0.0,0.7,0.0,0.0,0.0833,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01757,pos,none
22,1,80.7,-0.25,0.375,0.0,0.0,0.0,0.1042,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,te_train_01758,neu,none
17,1,75.1,0.25,0.775,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,te_train_01759,neu,none
21,2,100,-0.1806,0.3958,0.75,0.3612,0.125,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,te_train_01760,neg,none
14,1,89.9,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01761,neu,none
20,1,76.6,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01762,neu,none
24,2,60.7,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01763,neg,none
20,1,42.7,0.0,0.7,-0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,-0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01764,neu,none
23,1,84.2,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.1667,0.0,0.0,anxious,0,0,0,0,0,0.4404,0.0385,0.9997,0,0,0,0,0,0,0,0,te_train_01765,pos,none
27,2,77.2,0.0,0.7,0.75,0.0,0.0588,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01766,neu,none
20,1,63.9,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.5423,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01767,pos,none
23,2,99.5,0.0,0.7,0.5,0.0,0.2,0.3333,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01768,neg,none
25,1,76.6,0.3612,0.8084,0.6667,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.4767,0.0,0.9997,0,0,0,1,0,0,0,0,te_train_01769,pos,none
20,1,80.8,-0.6369,0.2612,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,avoidant,0,0,0,0,0,0.0,-0.0455,0.0,1,2,0,0,0,0,0,0,te_train_01770,neu,none
24,1,69.7,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01771,neu,none
16,1,74.3,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.4404,0.0625,0.9998,0,0,0,0,0,0,0,0,te_train_01772,pos,none
21,1,68.7,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01773,pos,none
15,3,77.7,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.4404,0.0625,0.9998,0,0,0,0,0,0,0,0,te_train_01774,pos,none
25,1,66.4,-0.3612,0.3416,0.6667,0.0,0.0714,0.3333,,NA,,,0.0,0.12,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,te_train_01775,neu,none
23,2,59.1,0.0,0.7,0.0,0.0,0.1667,0.101,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.4767,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01776,neu,none
8,1,93.0,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.5423,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01777,pos,none
21,3,86.9,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.1429,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01778,neu,none
27,1,82.3,-0.6553,0.2534,-0.3333,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,-0.8555,-0.0357,-0.9997,1,0,0,0,0,1,0,0,te_train_01779,neg,none
19,2,81.4,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01780,neu,none
10,2,74.9,0.2294,0.7688,0.0,0.4588,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.5994,0.0714,0.9999,0,0,0,1,0,0,0,0,te_train_01781,neg,none
19,1,85.1,0.4588,0.5876,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.5423,0.0,0.9998,0,0,0,1,1,0,0,0,te_train_01782,pos,none
27,2,92.9,-0.2816,0.3655,-0.25,0.5632,0.0,0.1111,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,te_train_01783,neg,none
24,2,88.9,0.0,0.7,0.5,0.0,0.0833,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.4404,0.0385,0.9997,0,0,0,0,0,0,0,0,te_train_01784,neu,none
18,1,52.3,0.2023,0.7607,-0.6667,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.3612,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01785,neu,none
10,1,44.4,0.0,0.6727,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01786,neu,none
20,3,81.6,0.1204,0.7361,0.5,0.3612,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.6249,0.0476,0.9998,0,0,0,1,0,0,0,0,te_train_01787,pos,none
26,2,92.8,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01788,pos,none
15,1,67.5,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01789,neu,none
19,1,76.2,-0.128,0.6616,0.3333,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01790,neu,none
18,1,57.0,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01791,neu,none
26,1,66.6,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01792,neu,none
17,1,80.1,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01793,neu,none
23,2,84.8,0.0,0.7,-0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01794,pos,none
22,1,69.1,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.2727,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01795,neu,none
17,1,65.2,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01796,neu,none
18,2,70.8,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01797,pos,none
18,3,97.3,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.4404,0.05,0.9998,0,0,0,0,0,0,0,0,te_train_01798,pos,none
15,1,67.5,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01799,neg,none
29,3,86.2,0.0,0.7,0.75,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01800,neu,none
21,1,48.5,0.0,0.7,-0.6667,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01801,neu,none
22,2,80.3,0.0,0.7,-0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01802,neu,none
13,1,70.0,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01803,pos,none
20,4,100,0.2044,0.5247,0.0,0.2725,0.0,0.0,0.8176,Tragic (Freytag: falling action dominates),1,0.8176,0.0,0.0,0.0,anxious,0,0,0,0,0,0.9217,0.15,0.9999,0,0,0,2,1,0,0,0,te_train_01804,pos,none
23,2,88.5,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01805,pos,none
21,2,87.4,-0.2294,0.6312,0.0,0.4588,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,te_train_01806,pos,none
10,2,83.3,0.2816,0.5345,0.0,0.5632,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.5267,0.1,0.0,0,0,0,1,0,0,0,1,te_train_01807,pos,none
13,1,76.5,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01808,neu,none
18,1,52.3,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01809,pos,none
19,1,76.2,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01810,neu,none
19,1,80.7,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01811,neu,none
11,2,93.6,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01812,neu,none
12,1,96.0,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01813,neg,none
22,3,76.3,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01814,neg,none
8,2,86.5,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01815,neu,none
20,1,59.6,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.15,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01816,neu,none
13,1,63.5,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01817,neu,none
15,3,83.3,0.0,0.7,0.0,0.0,0.0,0.1333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01818,pos,none
17,1,85.1,0.3612,0.5584,0.5,0.0,0.0,0.3333,,NA,,,0.0833,0.3529,0.0,anxious,0,0,0,0,0,0.7184,0.1176,0.9999,0,0,0,0,0,0,0,1,te_train_01819,pos,none
23,2,92.2,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01820,pos,none
10,1,69.8,0.5423,0.6127,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.6124,0.0909,0.9999,0,0,0,0,1,0,0,0,te_train_01821,neu,none
19,3,89.1,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01822,neu,none
22,3,95.6,0.0707,0.4712,-0.25,0.404,0.0,0.3333,,NA,,,0.0,0.1364,0.0,anxious,0,0,0,0,0,0.4023,-0.0435,-0.9998,0,1,1,0,0,0,0,0,te_train_01823,pos,none
19,2,90.3,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.5423,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01824,pos,none
22,2,80.3,-0.148,0.3874,0.0,0.296,0.0,0.0,,NA,,,0.0,0.0,0.0,avoidant,0,0,0,0,0,0.1764,0.0,0.9998,1,1,0,0,0,0,0,0,te_train_01825,neg,none
17,2,29.0,-0.2107,0.6095,0.5,0.4215,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,te_train_01826,neg,none
25,1,76.6,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01827,neg,none
23,1,76.8,0.0,0.7,0.75,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01828,neu,none
9,1,47.3,0.2023,0.7607,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.3612,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01829,neu,none
22,1,76.8,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.1364,-0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01830,pos,none
11,1,57.2,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.743,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01831,neu,none
13,1,76.5,0.0,0.7,-0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01832,pos,none
15,1,61.9,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01833,neg,none
11,1,80.3,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01834,pos,none
18,2,89.6,-0.1806,0.6458,0.0,0.3612,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,te_train_01835,neu,none
19,1,76.2,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01836,neu,none
18,1,47.6,0.0,0.7,-0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01837,pos,none
22,3,80.2,-0.2041,0.6388,0.5,0.6124,0.2,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,-0.0435,0.0,0,1,0,0,0,0,0,0,te_train_01838,neg,none
21,4,96.8,0.0,0.7,0.0,0.0,0.0238,0.0,0.0,Flat / Unresolved,0,0.0,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01839,neu,none
20,3,98.5,0.1204,0.7361,0.0,0.3612,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.4767,0.0,0.9998,0,0,0,1,0,0,0,0,te_train_01840,pos,none
23,1,54.8,0.0,0.7,-0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01841,neu,none
7,1,91.0,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01842,neu,none
20,2,86.7,0.064,0.7192,0.6667,0.128,0.0833,0.3333,,NA,,,0.0,0.15,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,te_train_01843,neu,none
18,1,80.5,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01844,neg,none
22,2,88.0,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,-0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01845,neg,none
24,2,74.8,0.0,0.7,0.0,0.0,0.4,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01846,pos,none
10,2,7.2,0.0,0.7,0.0,0.0,0.1667,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01847,neu,none
27,2,92.9,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,-0.0258,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01848,neu,none
25,3,93.5,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,-0.6492,0.0,0.9998,0,0,0,0,0,0,0,0,te_train_01849,neg,none
18,1,24.1,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01850,neu,none
26,2,96.0,0.2712,0.5313,0.5,0.5423,0.0,0.3333,,NA,,,0.0833,0.0,-0.0,anxious,0,0,0,0,0,0.8519,0.0312,0.9997,0,0,0,0,1,0,0,0,te_train_01851,pos,none
23,2,70.1,0.0,0.7,0.3333,0.0,0.25,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.6369,0.0,0.9998,0,0,0,0,0,0,0,0,te_train_01852,pos,none
24,2,81.9,0.247,0.7741,0.0,0.4939,0.0769,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.7845,0.04,0.9998,0,0,0,1,0,0,0,0,te_train_01853,neg,none
20,2,61.3,0.0,0.7,0.0,0.0,0.1818,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01854,neu,none
10,1,78.2,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01855,neu,none
14,1,65.7,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01856,pos,none
24,1,76.7,0.0,0.7,0.6667,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01857,pos,none
19,1,62.9,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01858,neg,none
23,1,69.5,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01859,neu,none
20,3,85.9,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01860,neg,none
17,1,55.2,0.2023,0.7607,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.3612,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01861,pos,none
26,1,79.6,0.0,0.7,-0.5,0.0,0.1818,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01862,neg,none
11,1,80.3,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.5859,0.0,0.9999,0,0,0,0,0,0,0,0,te_train_01863,neu,none
25,1,76.6,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01864,neg,none
27,2,96.0,0.1806,0.5042,0.0,0.3612,0.0,0.0,,NA,,,0.0,0.0,0.0,secure,0,0,0,0,0,0.4215,0.037,0.0,0,0,0,1,1,0,0,0,te_train_01865,neu,none
23,1,84.2,-0.4215,0.5736,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,-0.0435,0.0,0,1,0,0,0,0,0,0,te_train_01866,pos,none
22,2,91.8,0.0,0.7,0.0,0.0,0.125,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01867,pos,none
14,1,71.8,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01868,neu,none
19,1,54.0,-0.6553,0.2534,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,-0.25,-0.0526,-0.9998,1,0,0,0,0,1,0,0,te_train_01869,neg,none
22,1,69.1,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01870,neu,none
17,2,88.7,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01871,neu,none
16,1,16.1,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.1875,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01872,neu,none
17,1,70.1,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01873,pos,none
25,1,73.2,0.4939,0.5982,0.6667,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.5267,0.037,0.0,0,0,0,1,0,0,0,1,te_train_01874,pos,none
23,1,65.8,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01875,neu,none
19,1,36.2,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01876,neu,none
21,5,77.7,0.0,0.7,0.5,0.0,0.0,0.3333,0.0,Flat / Unresolved,0,0.0,0.0,0.0,0.0,anxious,0,0,0,0,0,0.5423,0.0,0.0,0,0,0,0,0,0,0,0,te_train_01877,pos,none
